"VMail Message","Day Mins","Eve Mins","Night Mins","Intl Mins","CustServ Calls","Day Calls","Day Charge","Eve Calls","Eve Charge","Night Calls","Night Charge","Intl Calls","Intl Charge","Account Length","Int'l Plan","VMail Plan","Cluster","Cluster Label"
33,209.60000000000002,146.9,121.00000000000006,10.600000000000001,2,68,35.63,140,12.49,131.00000000000017,5.44,3.0000000000000004,2.86,105,0,1,"cluster_0","Label1"
19,180.10000000000002,127.49999999999999,237.40000000000015,7.5,0,106,30.62,92,10.840000000000002,118.00000000000016,10.68,3.0000000000000004,2.03,64,0,1,"cluster_0","Label1"
30.999999999999996,265.3,147.59999999999997,259.3000000000001,12.9,1,94,45.1,95,12.55,117.00000000000016,11.670000000000002,1,3.48,13,0,1,"cluster_0","Label1"
24,205.50000000000003,219.29999999999998,215.90000000000012,14.000000000000002,1,114,34.94,99,18.64,95.00000000000013,9.719999999999999,4,3.78,111.00000000000001,0,1,"cluster_0","Label1"
22,252.90000000000003,177.9,158.4000000000001,8.5,3,112,42.99,99,15.12,146.0000000000002,7.13,4,2.3,50,0,1,"cluster_0","Label1"
28.000000000000004,235.6,227.9,170.3000000000001,15.4,0,74,40.05,37,19.37,103.00000000000014,7.66,9,4.16,153,0,1,"cluster_0","Label1"
39,206.9,127.79999999999998,199.20000000000007,9.2,3,143,35.17,72,10.86,120.00000000000016,8.96,1,2.48,54,0,1,"cluster_0","Label1"
22,263.8,103.39999999999999,208.1000000000001,8.5,3,65,44.85,115,8.79,109.00000000000014,9.36,3.0000000000000004,2.3,87.00000000000001,0,1,"cluster_0","Label1"
30.999999999999996,282.3,151.99999999999997,225.50000000000014,12.000000000000002,1,70,47.989999999999995,89,12.92,93.00000000000013,10.149999999999999,4,3.24,65,0,1,"cluster_0","Label1"
26,266.70000000000005,232.3,212.80000000000015,16.3,1,109,45.339999999999996,107,19.75,98.00000000000013,9.580000000000002,4,4.4,32,0,1,"cluster_0","Label1"
38,256.7,150.5,123.00000000000006,11.400000000000002,3,98.00000000000001,43.64,119.99999999999999,12.79,87.00000000000011,5.54,3.0000000000000004,3.08,189.00000000000003,0,1,"cluster_0","Label1"
21,315.6,208.89999999999998,260.10000000000014,12.1,3,105,53.65,71,17.76,123.00000000000017,11.7,3.0000000000000004,3.27,13,0,1,"cluster_0","Label1"
38,177.10000000000002,163.7,242.70000000000013,7.400000000000001,0,88,30.110000000000003,108,13.91,72.00000000000009,10.919999999999998,2,2,100,0,1,"cluster_0","Label1"
39,261.2,214.19999999999996,154.9000000000001,12.7,2,122,44.39999999999999,101,18.210000000000004,101.00000000000014,6.97,5,3.43,86.00000000000001,0,1,"cluster_0","Label1"
26,196.50000000000003,175.8,221.80000000000013,13.4,0,98.00000000000001,33.40999999999999,111,14.94,124.00000000000017,9.98,5,3.6200000000000006,151,0,1,"cluster_0","Label1"
37,229.6,132.3,211.90000000000012,9.5,2,123,39.03,90,11.25,76.00000000000011,9.54,8,2.57,85,0,1,"cluster_0","Label1"
20,230.6,189.1,162.20000000000007,9.4,1,40,39.199999999999996,58,16.07,115.00000000000016,7.3,2,2.54,67.00000000000001,0,1,"cluster_0","Label1"
30,276.6000000000001,220.1,177.9000000000001,9.8,2,99,47.02,113,18.71,95.00000000000013,8.010000000000002,6.000000000000001,2.65,108,0,1,"cluster_0","Label1"
21,179.4,181.1,320.70000000000016,9.5,2,88,30.5,97,15.39,120.00000000000016,14.43,4,2.57,136,0,1,"cluster_0","Label1"
26,244.90000000000003,118,236.00000000000014,15.2,2,150,41.63,138,10.03,91.00000000000013,10.620000000000001,4,4.1,148,0,1,"cluster_0","Label1"
20,254.40000000000003,161.7,251.40000000000015,10.5,0,133,43.25,96,13.74,91.00000000000013,11.309999999999999,4,2.8400000000000003,61,0,1,"cluster_0","Label1"
27,241.7,142,288.9000000000001,9.4,1,86.99999999999999,41.09,101,12.07,68.0000000000001,13,4,2.54,35.00000000000001,0,1,"cluster_0","Label1"
22,281.1,143.7,239.40000000000015,11.2,1,83,47.79,130,12.210000000000003,128.00000000000017,10.77,9,3.02,107.00000000000001,0,1,"cluster_0","Label1"
32,180.4,129.4,166.90000000000006,8.4,1,89,30.67,124,11,124.00000000000017,7.51,2,2.27,113,0,1,"cluster_0","Label1"
27,261.30000000000007,220.9,179.4000000000001,11.3,1,96,44.42,101,18.78,97.00000000000013,8.07,2,3.05,96,0,1,"cluster_0","Label1"
17,219.50000000000003,222.09999999999997,188.30000000000013,16.1,1,78,37.32,94,18.88,92.00000000000013,8.470000000000002,5,4.35,88,0,1,"cluster_0","Label1"
51,283.9,192,196.30000000000013,10,1,98.00000000000001,48.25999999999999,108.99999999999999,16.32,85.00000000000011,8.829999999999998,4,2.7,144,0,1,"cluster_0","Label1"
37,205,165.4,185.00000000000009,11.7,1,94,34.85,102.99999999999999,14.06,81.00000000000011,8.32,8,3.16,129,0,1,"cluster_0","Label1"
43,206.70000000000002,174.6,241.50000000000014,10.9,1,79,35.14,122,14.840000000000002,80.00000000000011,10.870000000000001,3.0000000000000004,2.94,149.00000000000003,0,1,"cluster_0","Label1"
33,270.8,220.4,169.9000000000001,11.8,4,96,46.04,110,18.73,104.00000000000014,7.65,8,3.19,122,0,1,"cluster_0","Label1"
35,215.9,200.6,195.4000000000001,15.5,0,106,36.7,107,17.05,107.00000000000014,8.79,7.000000000000001,4.19,108,0,1,"cluster_0","Label1"
24,175.80000000000004,155,180.70000000000007,7.800000000000001,2,139,29.89,97.99999999999999,13.18,64.00000000000009,8.130000000000003,5,2.11,205.00000000000003,0,1,"cluster_0","Label1"
23,209.70000000000002,183.6,205.5000000000001,7.1,2,73,35.65,63,15.609999999999998,111.00000000000016,9.25,3.0000000000000004,1.92,77,0,1,"cluster_0","Label1"
23,232.4,186,190.50000000000009,12.300000000000002,3,97,39.51,87.99999999999999,15.810000000000002,128.00000000000017,8.57,3.0000000000000004,3.3199999999999994,91.00000000000001,0,1,"cluster_0","Label1"
35,192.6,135.2,216.2000000000001,7.9,2,97,32.739999999999995,101,11.490000000000002,101.00000000000014,9.73,2,2.13,50,0,1,"cluster_0","Label1"
33,251.5,234.1,213.40000000000015,10.4,3,107,42.75999999999999,110,19.9,87.00000000000011,9.600000000000001,6.000000000000001,2.81,147,0,1,"cluster_0","Label1"
27,201.30000000000004,143.8,150.20000000000005,12.300000000000002,1,100.99999999999999,34.22,89,12.22,127.00000000000017,6.76,3.0000000000000004,3.3199999999999994,64,0,1,"cluster_0","Label1"
11,252.90000000000003,284.3,262.8000000000001,12.300000000000002,1,129,42.99,87.99999999999999,24.17,99.00000000000014,11.830000000000002,1,3.3199999999999994,148,0,1,"cluster_0","Label1"
42,216,232.3,215.50000000000014,9.3,2,125,36.72,104.00000000000001,19.75,100.00000000000014,9.7,4,2.51,99.00000000000001,0,1,"cluster_0","Label1"
38,240.4,201.8,206.1000000000001,16.1,0,112,40.87,102,17.150000000000002,112.00000000000016,9.27,6.000000000000001,4.35,161,0,1,"cluster_0","Label1"
29,239.5,203.8,167.8000000000001,9.9,0,82,40.72,105,17.32,70.00000000000009,7.550000000000001,6.000000000000001,2.67,68,0,1,"cluster_0","Label1"
25,216,224.1,267.9000000000001,11.8,0,140,36.72,69,19.050000000000004,112.00000000000016,12.060000000000002,4,3.19,117,0,1,"cluster_0","Label1"
25,219.1,151.5,50.10000000000002,14.3,1,88,37.25,99,12.88,60.000000000000085,2.25,6.000000000000001,3.8600000000000003,164,0,1,"cluster_0","Label1"
19,291.1,226.69999999999996,219.1000000000001,7.5,1,150,49.489999999999995,123,19.27,67.0000000000001,9.86,2,2.03,64,0,1,"cluster_0","Label1"
29,279.90000000000003,223.1,251.70000000000013,13,1,120.99999999999999,47.58,108.99999999999999,18.96,94.00000000000013,11.330000000000002,2,3.51,57,0,1,"cluster_0","Label1"
25,246.6,141.4,189.8000000000001,13,1,94,41.92,112,12.020000000000001,109.00000000000014,8.54,5,3.51,100,0,1,"cluster_0","Label1"
33,251.6,197.6,209.2000000000001,12.2,2,86.99999999999999,42.77,118,16.800000000000004,97.00000000000013,9.41,3.0000000000000004,3.2900000000000005,144,0,1,"cluster_0","Label1"
39,214.1,169.2,189.70000000000007,10.1,1,108,36.4,115,14.38,117.00000000000016,8.54,3.0000000000000004,2.73,9,0,1,"cluster_0","Label1"
32,262.2,165.2,194.30000000000013,10.600000000000001,0,123,44.57,82,14.040000000000001,57.00000000000008,8.74,5,2.86,95.00000000000001,0,1,"cluster_0","Label1"
24,217.2,138.7,139.30000000000007,11.3,0,94,36.919999999999995,52.00000000000001,11.79,85.00000000000011,6.27,4,3.05,119.00000000000001,0,1,"cluster_0","Label1"
32,216.8,102.19999999999999,174.00000000000009,8.6,0,78,36.86,111,8.69,83.00000000000011,7.83,2,2.32,134,0,1,"cluster_0","Label1"
23,262.2,157,129.10000000000005,7.3,1,100.99999999999999,44.57,80,13.35,100.00000000000014,5.81,14.000000000000002,1.9700000000000002,101,0,1,"cluster_0","Label1"
35,245.4,148.2,274.0000000000001,7.5,1,89,41.71999999999999,102,12.6,136.00000000000017,12.329999999999998,6.000000000000001,2.03,67.00000000000001,0,1,"cluster_0","Label1"
32,192.30000000000004,165.3,205.0000000000001,9,2,82,32.69,134,14.05,74.00000000000009,9.23,1,2.43,154,0,1,"cluster_0","Label1"
35,217.1,220.79999999999998,249.50000000000014,8,2,92,36.91,134,18.77,93.00000000000013,11.23,5,2.16,119.00000000000001,0,1,"cluster_0","Label1"
28.000000000000004,249.6,227.2,239.90000000000015,7.6,3,86.99999999999999,42.43,138,19.31,92.00000000000013,10.8,3.0000000000000004,2.05,131,0,1,"cluster_0","Label1"
33,186.4,200.99999999999997,286.70000000000016,11.100000000000001,2,83.99999999999999,31.689999999999998,136,17.09,103.00000000000014,12.900000000000002,3.0000000000000004,3.0000000000000004,62.000000000000014,0,1,"cluster_0","Label1"
20,189.30000000000004,118.6,250.2000000000001,12.5,2,95.00000000000001,32.18,113,10.080000000000002,102.00000000000014,11.259999999999998,4,3.38,55.00000000000001,0,1,"cluster_0","Label1"
30.999999999999996,224.70000000000002,134.5,120.30000000000007,7.5,1,69,38.2,81,11.43,104.00000000000014,5.410000000000001,5,2.03,40.00000000000001,0,1,"cluster_0","Label1"
39,260.8,213.4,195.6000000000001,10.1,1,130,44.34,111,18.14,97.00000000000013,8.8,5,2.73,95.00000000000001,0,1,"cluster_0","Label1"
46,217.50000000000003,233.69999999999996,163.90000000000006,9,4,123,36.98,84,19.86,99.00000000000014,7.380000000000001,3.0000000000000004,2.43,109,0,1,"cluster_0","Label1"
32,247.00000000000003,125.6,226.5000000000001,10.5,3,109,41.989999999999995,91,10.68,90.00000000000013,10.189999999999998,4,2.8400000000000003,95.00000000000001,0,1,"cluster_0","Label1"
30,221.4,165.8,247.0000000000001,10.8,1,114,37.64,116,14.09,105.00000000000014,11.119999999999997,12.000000000000002,2.9200000000000004,7,0,1,"cluster_0","Label1"
30.999999999999996,302.7,240.5,193.9000000000001,13.600000000000001,3,93,51.46,118.99999999999999,20.44,103.00000000000014,8.73,14.000000000000002,3.67,50,0,1,"cluster_0","Label1"
42,214.30000000000004,188.2,333.5000000000001,11.3,0,112,36.43,107,16,117.00000000000016,15.009999999999998,10,3.05,84,0,1,"cluster_0","Label1"
20,264.70000000000005,216.5,210.70000000000013,10.4,0,81,45,110,18.4,102.00000000000014,9.48,7.000000000000001,2.81,37,0,1,"cluster_0","Label1"
38,209.8,196.6,233.0000000000001,7.000000000000001,1,130,35.67,84,16.71,79.00000000000011,10.489999999999998,7.000000000000001,1.89,11,0,1,"cluster_0","Label1"
26,226.4,234.7,133.60000000000005,10.8,1,117,38.49,97,19.95,82.00000000000011,6.01,7.000000000000001,2.9200000000000004,83.00000000000001,0,1,"cluster_0","Label1"
47,274.90000000000003,186.6,245.0000000000001,8.8,1,102,46.72999999999999,118,15.86,123.00000000000017,11.029999999999998,2,2.38,172.00000000000003,0,1,"cluster_0","Label1"
8,222.50000000000003,171.5,377.5000000000001,9.7,1,103.99999999999999,37.82999999999999,94,14.58,114.00000000000016,16.99,2,2.62,55.00000000000001,0,1,"cluster_0","Label1"
33,219.70000000000002,186.8,184.50000000000009,9.5,2,137,37.349999999999994,94,15.88,113.00000000000016,8.3,2,2.57,101,0,1,"cluster_0","Label1"
40,236.5,116.99999999999999,221.1000000000001,8.100000000000001,2,111,40.21,110,9.95,115.00000000000016,9.95,3.0000000000000004,2.19,105,0,1,"cluster_0","Label1"
27,218.70000000000002,163.4,173.8000000000001,15,0,79,37.18,78,13.890000000000002,116.00000000000016,7.82,1,4.05,123,0,1,"cluster_0","Label1"
41,207.30000000000004,137.3,115.70000000000005,5.9,1,95.00000000000001,35.24,119.99999999999999,11.67,74.00000000000009,5.21,3.0000000000000004,1.59,41,0,1,"cluster_0","Label1"
34,204.50000000000003,132.8,190.10000000000008,14.800000000000002,2,79,34.77,113,11.29,117.00000000000016,8.55,9,4,129,0,1,"cluster_0","Label1"
44,230.6,224.1,244.00000000000014,11.100000000000001,0,94,39.199999999999996,102.99999999999999,19.050000000000004,76.00000000000011,10.98,2,3.0000000000000004,116,0,1,"cluster_0","Label1"
40,237.4,175.9,210.30000000000015,9.2,3,105,40.36,92.99999999999999,14.95,110.00000000000014,9.46,3.0000000000000004,2.48,142,0,1,"cluster_0","Label1"
23,243.90000000000003,133,213.7000000000001,13.4,2,112,41.46,106,11.31,123.00000000000017,9.619999999999997,11,3.6200000000000006,155,0,1,"cluster_0","Label1"
36,230.90000000000003,167.6,270.0000000000001,7.6,3,92,39.24999999999999,121,14.25,87.00000000000011,12.149999999999999,4,2.05,48.00000000000001,0,1,"cluster_0","Label1"
38,219.40000000000003,180.49999999999997,104.10000000000005,11,2,92,37.3,73,15.340000000000002,91.00000000000013,4.68,1,2.9700000000000006,107.00000000000001,0,1,"cluster_0","Label1"
22,204.50000000000003,139.6,205.0000000000001,8.6,2,92,34.77,121,11.870000000000001,103.00000000000014,9.23,5,2.32,122,0,1,"cluster_0","Label1"
39,218.50000000000003,112.69999999999999,205.10000000000008,7.3,1,76,37.15,94,9.58,121.00000000000016,9.23,4,1.9700000000000002,161,0,1,"cluster_0","Label1"
38,236.6,197.5,209.50000000000014,9.5,2,69,40.21999999999999,68,16.79,102.00000000000014,9.43,10,2.57,80,0,1,"cluster_0","Label1"
30.999999999999996,194.40000000000003,176,230.10000000000014,11.500000000000002,0,103.99999999999999,33.05,84,14.96,110.00000000000014,10.349999999999998,3.0000000000000004,3.11,73,0,1,"cluster_0","Label1"
38,209.2,116.6,109.60000000000002,16.5,2,110,35.56,73,9.91,105.00000000000014,4.93,4,4.46,148,0,1,"cluster_0","Label1"
49,214.9,198.2,170.8000000000001,8.2,0,86,36.53,89,16.85,139.00000000000017,7.690000000000001,5,2.21,63.00000000000001,0,1,"cluster_0","Label1"
25,219.60000000000002,210.4,242.70000000000013,13.8,2,99,37.33,99,17.88,88.00000000000013,10.919999999999998,8,3.73,163,0,1,"cluster_0","Label1"
35,224.00000000000003,192,163.10000000000008,9.6,0,102,38.08,99,16.32,100.00000000000014,7.34,2,2.59,154,0,1,"cluster_0","Label1"
36,283.1,286.2,261.7000000000001,11.3,3,112,48.13,86,24.33,129.00000000000017,11.780000000000001,3.0000000000000004,3.05,95.00000000000001,0,1,"cluster_0","Label1"
30.999999999999996,273,215.5,104.70000000000005,9.6,1,78,46.40999999999999,97.99999999999999,18.32,114.00000000000016,4.71,2,2.59,91.00000000000001,0,1,"cluster_0","Label1"
23,283.2,162.6,177.70000000000007,7.200000000000001,1,130,48.14,74,13.82,104.00000000000014,8,6.000000000000001,1.94,176,0,1,"cluster_0","Label1"
36,201.9,156.3,131.30000000000007,13.700000000000001,0,93,34.31999999999999,75,13.29,92.00000000000013,5.91,5,3.7000000000000006,132,0,1,"cluster_0","Label1"
38,242.20000000000002,159.7,210.0000000000001,8.900000000000002,1,96,41.17,144,13.57,108.00000000000014,9.45,1,2.4,92,0,1,"cluster_0","Label1"
30.999999999999996,197.40000000000003,123.4,115.60000000000005,12.300000000000002,3,125,33.56,110,10.49,101.00000000000014,5.2,4,3.3199999999999994,106,0,1,"cluster_0","Label1"
40,231.90000000000003,211.8,268.5000000000001,12.300000000000002,2,56,39.42,91,18,74.00000000000009,12.080000000000002,3.0000000000000004,3.3199999999999994,163,0,1,"cluster_0","Label1"
15,221.80000000000004,210.6,221.80000000000013,12.400000000000002,1,143,37.71,115,17.9,109.00000000000014,9.98,9,3.35,174.00000000000003,0,1,"cluster_0","Label1"
32,218.70000000000002,114.99999999999999,192.70000000000007,9.4,2,117,37.18,61,9.78,85.00000000000011,8.670000000000002,5,2.54,93,0,1,"cluster_0","Label1"
29,236.3,190.8,129.00000000000006,7.200000000000001,3,105,40.17,113.99999999999999,16.22,105.00000000000014,5.81,2,1.94,24,0,1,"cluster_0","Label1"
30.999999999999996,218.50000000000003,134.2,118.90000000000006,9.4,0,130,37.15,102.99999999999999,11.410000000000002,105.00000000000014,5.35,6.000000000000001,2.54,153,0,1,"cluster_0","Label1"
14.000000000000002,192.30000000000004,88.7,229.40000000000015,10.5,2,86,32.69,90,7.54,120.00000000000016,10.32,3.0000000000000004,2.8400000000000003,115.00000000000001,0,1,"cluster_0","Label1"
36,254.20000000000002,228.1,98.00000000000003,13.8,5,78,43.21,105,19.39,125.00000000000017,4.41,7.000000000000001,3.73,147,0,1,"cluster_0","Label1"
42,209.2,159.7,181.60000000000008,9.5,0,82,35.56,74,13.57,100.00000000000014,8.17,3.0000000000000004,2.57,101,0,1,"cluster_0","Label1"
17,221.3,167.6,262.7000000000001,4.4,0,82,37.62,100,14.25,87.00000000000011,11.82,4,1.19,117,0,1,"cluster_0","Label1"
39,270.4,245.1,108.90000000000006,15.4,1,99,45.97,110,20.83,113.00000000000016,4.9,7.000000000000001,4.16,123,0,1,"cluster_0","Label1"
23,253.00000000000003,138.9,277.8000000000002,11.8,2,78,43.01,121,11.81,104.00000000000014,12.5,3.0000000000000004,3.19,116,0,1,"cluster_0","Label1"
25,215.1,197.39999999999998,162.10000000000008,10.600000000000001,1,140,36.56999999999999,69,16.78,117.00000000000016,7.29,10,2.86,89,0,1,"cluster_0","Label1"
37,185.4,178.5,218.30000000000015,8,4,86.99999999999999,31.519999999999996,128,15.17,107.00000000000014,9.82,3.0000000000000004,2.16,141.00000000000003,0,1,"cluster_0","Label1"
